enrollment_id,attendance_date,status
2475,2025-09-10,Present
4261,2025-03-01,Absent
3241,2025-10-14,Present
2978,2025-03-23,Present
1625,2025-02-03,Absent
1406,2025-09-27,Present
1895,2025-01-30,Absent
4576,2025-07-28,Present
4500,2025-06-27,Present
1977,2025-06-13,Absent
1858,2025-02-10,Absent
1687,2025-10-02,Absent
2187,2025-10-01,Absent
2005,2025-01-18,Present
3506,2025-05-19,Present
2087,2025-07-04,Present
490,2025-09-21,Present
1383,2025-10-25,Absent
1440,2025-02-05,Absent
1104,2025-05-22,Absent
2193,2025-10-02,Absent
2089,2025-01-15,Present
859,2025-02-03,Present
4834,2025-09-30,Present
4943,2025-04-30,Absent
3687,2025-06-25,Absent
2484,2025-11-01,Present
2213,2025-02-03,Absent
1792,2025-01-23,Present
3236,2025-03-21,Present
1705,2025-01-30,Present
183,2025-10-06,Present
3367,2025-09-08,Present
4831,2025-02-08,Present
3108,2025-06-28,Absent
1695,2025-07-23,Present
1047,2025-10-12,Present
2395,2025-04-17,Absent
972,2025-03-20,Present
4005,2025-02-04,Absent
485,2025-04-07,Present
4791,2025-03-07,Absent
558,2025-01-27,Absent
1659,2025-02-08,Present
4659,2025-09-16,Present
3308,2025-09-05,Present
1866,2025-10-02,Present
994,2025-10-09,Absent
4676,2025-01-21,Absent
599,2025-05-22,Present
3871,2025-11-01,Present
1078,2025-04-25,Absent
3341,2025-05-22,Present
4522,2025-01-24,Present
2033,2025-01-10,Present
1617,2025-03-02,Absent
2280,2025-02-12,Present
2223,2025-09-09,Present
3036,2025-10-14,Absent
3176,2025-01-10,Absent
980,2025-05-12,Absent
759,2025-01-20,Absent
309,2025-09-23,Present
602,2025-11-10,Absent
141,2025-09-06,Present
2787,2025-08-19,Absent
1180,2025-06-18,Absent
1072,2025-01-21,Present
3279,2025-08-09,Absent
1973,2025-01-13,Absent
4894,2025-07-02,Absent
3789,2025-03-24,Absent
515,2025-11-04,Present
1325,2025-01-13,Absent
4127,2025-06-22,Present
4087,2025-03-17,Absent
4470,2025-09-21,Present
1310,2025-09-08,Absent
3902,2025-02-16,Absent
2121,2025-05-04,Present
1736,2025-03-25,Present
959,2025-04-14,Absent
3821,2025-10-04,Absent
3580,2025-05-09,Absent
384,2025-04-11,Present
1490,2025-08-16,Present
4237,2025-05-09,Absent
4567,2025-03-07,Absent
4193,2025-02-07,Absent
660,2025-03-22,Present
3737,2025-09-04,Absent
3202,2025-04-28,Present
601,2025-04-05,Absent
3786,2025-08-03,Absent
720,2025-01-18,Present
872,2025-02-28,Present
3606,2025-09-24,Present
3834,2025-02-09,Present
4442,2025-11-01,Absent
2313,2025-10-24,Present
4155,2025-01-05,Present
3523,2025-07-14,Present
369,2025-04-21,Present
3739,2025-07-18,Absent
271,2025-09-28,Present
551,2025-04-29,Absent
1990,2025-03-22,Absent
451,2025-06-17,Present
117,2025-06-02,Present
1850,2025-06-22,Present
3441,2025-06-27,Present
3864,2025-06-12,Absent
4150,2025-06-14,Absent
4300,2025-10-20,Present
2872,2025-06-09,Absent
3705,2025-04-08,Present
2433,2025-03-06,Absent
3886,2025-02-28,Absent
522,2025-03-09,Present
3285,2025-01-05,Absent
1721,2025-06-20,Present
2212,2025-05-09,Present
3997,2025-07-09,Absent
2254,2025-08-18,Present
633,2025-06-24,Absent
4579,2025-09-20,Present
3208,2025-04-11,Absent
3045,2025-09-12,Absent
3752,2025-10-18,Present
4242,2025-05-09,Absent
4022,2025-07-26,Absent
3750,2025-01-03,Present
3192,2025-05-28,Absent
1319,2025-03-24,Absent
3718,2025-03-29,Absent
4963,2025-04-05,Absent
2915,2025-09-12,Absent
2804,2025-02-20,Absent
2823,2025-08-07,Present
459,2025-01-18,Absent
124,2025-01-06,Absent
4310,2025-09-20,Present
1407,2025-05-05,Present
2122,2025-05-18,Present
1027,2025-01-22,Absent
4277,2025-08-05,Absent
4182,2025-09-08,Absent
1322,2025-08-24,Present
3228,2025-04-21,Present
1595,2025-08-23,Absent
3632,2025-01-27,Present
1134,2025-02-24,Absent
2754,2025-04-28,Present
1333,2025-03-07,Present
1184,2025-08-10,Absent
2470,2025-09-01,Present
1541,2025-06-29,Present
2747,2025-07-24,Absent
4308,2025-05-20,Absent
2045,2025-04-22,Absent
876,2025-07-25,Present
2533,2025-03-30,Absent
4366,2025-07-02,Present
3026,2025-10-07,Present
2374,2025-10-17,Present
2938,2025-03-14,Absent
881,2025-07-11,Present
1934,2025-08-20,Absent
4236,2025-09-29,Absent
1385,2025-01-18,Present
3871,2025-03-16,Absent
1373,2025-03-30,Present
2692,2025-03-02,Present
3239,2025-07-26,Present
878,2025-09-10,Absent
991,2025-07-09,Present
701,2025-03-22,Absent
2838,2025-03-08,Absent
790,2025-09-08,Present
2190,2025-10-04,Present
1908,2025-03-07,Present
1250,2025-03-30,Absent
1453,2025-05-19,Present
3795,2025-05-08,Present
936,2025-07-25,Absent
1368,2025-03-16,Present
4615,2025-04-17,Present
2932,2025-02-06,Absent
3834,2025-06-29,Present
440,2025-05-10,Present
2932,2025-05-03,Present
2500,2025-01-25,Present
4888,2025-08-04,Absent
2860,2025-06-18,Absent
4726,2025-03-05,Present
138,2025-10-25,Absent
283,2025-04-13,Present
1529,2025-03-20,Absent
4124,2025-10-10,Present
4164,2025-01-29,Absent
2562,2025-06-27,Present
2931,2025-07-25,Absent
4562,2025-06-04,Present
2355,2025-10-04,Present
4366,2025-09-07,Absent
1831,2025-08-05,Present
3859,2025-05-25,Present
3918,2025-02-21,Absent
4276,2025-09-08,Absent
2408,2025-01-24,Present
458,2025-07-06,Absent
4471,2025-07-06,Present
3318,2025-11-09,Absent
2759,2025-07-12,Present
1440,2025-10-09,Absent
53,2025-03-10,Absent
4414,2025-10-15,Absent
3233,2025-07-10,Absent
1587,2025-03-01,Absent
1294,2025-04-10,Absent
3077,2025-10-01,Present
4208,2025-04-22,Absent
1317,2025-10-29,Present
4238,2025-11-04,Present
4074,2025-04-24,Present
3308,2025-01-12,Absent
307,2025-01-19,Absent
659,2025-02-27,Absent
990,2025-07-25,Absent
2569,2025-01-10,Present
616,2025-05-26,Absent
381,2025-09-09,Absent
183,2025-07-26,Present
1879,2025-09-09,Absent
890,2025-04-25,Present
3135,2025-09-17,Present
1838,2025-08-24,Present
4374,2025-06-29,Absent
1128,2025-03-25,Absent
4247,2025-07-08,Absent
4955,2025-11-03,Present
4197,2025-02-09,Present
954,2025-08-14,Absent
1923,2025-09-20,Absent
4813,2025-02-21,Absent
2578,2025-09-03,Present
3848,2025-05-11,Absent
4034,2025-02-01,Present
1923,2025-04-22,Absent
518,2025-02-16,Absent
3309,2025-02-23,Absent
4465,2025-07-26,Present
2044,2025-01-12,Present
166,2025-01-27,Present
1455,2025-01-06,Absent
2255,2025-03-12,Present
822,2025-03-24,Present
2105,2025-01-07,Absent
2013,2025-01-05,Absent
77,2025-06-26,Absent
804,2025-09-18,Present
308,2025-03-13,Absent
4306,2025-07-24,Absent
1177,2025-05-03,Present
224,2025-08-28,Present
706,2025-06-23,Present
1226,2025-10-26,Absent
1135,2025-06-18,Absent
723,2025-06-27,Present
2051,2025-01-02,Present
2227,2025-05-13,Absent
1840,2025-08-18,Absent
1345,2025-03-03,Absent
687,2025-09-17,Absent
2368,2025-02-12,Present
3816,2025-06-19,Absent
4387,2025-07-20,Absent
504,2025-04-15,Absent
3949,2025-02-05,Absent
3454,2025-04-08,Absent
4,2025-01-28,Present
3750,2025-01-23,Present
4533,2025-03-15,Present
2336,2025-04-13,Present
1263,2025-08-27,Absent
1067,2025-10-29,Absent
1248,2025-07-06,Absent
2876,2025-05-05,Absent
409,2025-01-03,Absent
1686,2025-01-23,Absent
2427,2025-01-10,Absent
2735,2025-09-05,Present
4140,2025-05-22,Absent
1786,2025-08-05,Absent
4224,2025-03-01,Absent
1184,2025-03-23,Present
1562,2025-10-30,Present
2120,2025-05-20,Present
448,2025-02-22,Present
346,2025-09-20,Absent
3238,2025-04-07,Absent
766,2025-01-05,Absent
3335,2025-01-09,Present
2209,2025-03-08,Absent
281,2025-02-20,Absent
4430,2025-01-15,Present
1099,2025-02-24,Present
3719,2025-01-22,Absent
2021,2025-07-07,Present
404,2025-02-22,Present
2470,2025-04-15,Absent
2098,2025-06-17,Absent
441,2025-08-12,Absent
4164,2025-03-04,Present
2440,2025-09-22,Absent
2044,2025-08-03,Present
296,2025-08-26,Absent
3747,2025-02-11,Absent
1800,2025-10-03,Present
3498,2025-05-25,Present
2508,2025-03-28,Present
2734,2025-05-05,Present
4804,2025-03-31,Absent
387,2025-07-04,Present
241,2025-02-07,Present
764,2025-10-07,Absent
2706,2025-04-29,Present
815,2025-01-26,Present
3708,2025-02-08,Absent
4267,2025-10-27,Present
4740,2025-05-06,Absent
736,2025-08-16,Present
3773,2025-09-16,Present
1553,2025-08-24,Absent
2045,2025-03-22,Absent
601,2025-10-01,Absent
4764,2025-09-28,Present
1841,2025-06-17,Present
3293,2025-08-19,Absent
3563,2025-06-13,Absent
1478,2025-07-01,Absent
2215,2025-04-18,Absent
2833,2025-05-12,Present
1612,2025-05-02,Present
4789,2025-05-09,Absent
892,2025-06-23,Absent
216,2025-06-05,Absent
126,2025-08-17,Present
1303,2025-06-03,Present
2463,2025-04-02,Absent
740,2025-10-03,Absent
4499,2025-07-02,Present
4518,2025-07-19,Absent
736,2025-04-26,Present
2531,2025-09-13,Absent
4061,2025-10-22,Present
4054,2025-07-12,Absent
3477,2025-03-23,Present
554,2025-03-11,Absent
1226,2025-02-03,Absent
203,2025-05-25,Present
3300,2025-01-22,Absent
4966,2025-04-27,Present
3717,2025-06-03,Present
1397,2025-07-25,Present
4728,2025-09-16,Absent
3229,2025-05-06,Absent
4970,2025-05-05,Present
1492,2025-10-24,Absent
931,2025-07-13,Absent
3421,2025-10-23,Present
1084,2025-05-15,Absent
3090,2025-06-03,Present
4673,2025-05-12,Present
3379,2025-09-14,Present
606,2025-03-01,Absent
1665,2025-10-29,Absent
4609,2025-07-31,Absent
361,2025-02-13,Absent
3962,2025-09-23,Present
3732,2025-01-26,Absent
2174,2025-03-11,Present
779,2025-10-08,Present
1141,2025-03-15,Present
3411,2025-09-29,Absent
3599,2025-01-17,Absent
2665,2025-07-25,Present
2541,2025-09-10,Absent
1109,2025-06-09,Absent
320,2025-10-01,Present
3910,2025-05-31,Present
4766,2025-09-14,Present
3526,2025-08-06,Absent
2434,2025-06-02,Present
2955,2025-05-08,Present
1378,2025-03-09,Absent
3064,2025-01-20,Absent
492,2025-10-13,Absent
3957,2025-09-18,Absent
4044,2025-01-24,Present
1114,2025-09-08,Absent
1729,2025-05-07,Absent
801,2025-03-16,Absent
4602,2025-06-08,Present
192,2025-10-05,Absent
1998,2025-11-05,Absent
2698,2025-11-06,Absent
828,2025-04-30,Present
2898,2025-03-22,Absent
4216,2025-01-18,Absent
4707,2025-02-22,Absent
374,2025-08-16,Present
4073,2025-03-22,Absent
3035,2025-08-10,Absent
1092,2025-09-06,Absent
2775,2025-02-16,Absent
2546,2025-03-17,Present
3123,2025-04-09,Absent
1685,2025-11-01,Absent
2571,2025-11-04,Present
3296,2025-04-26,Absent
4229,2025-02-18,Absent
4044,2025-01-08,Present
2972,2025-01-15,Absent
345,2025-03-12,Absent
4644,2025-05-30,Present
2999,2025-02-05,Present
4405,2025-02-26,Absent
3681,2025-01-07,Present
309,2025-08-21,Absent
589,2025-07-23,Absent
969,2025-08-03,Absent
4258,2025-08-11,Present
1607,2025-04-23,Absent
2239,2025-09-04,Absent
4832,2025-05-06,Absent
3773,2025-05-03,Present
1538,2025-07-09,Present
2388,2025-03-08,Present
3263,2025-09-01,Present
3488,2025-11-10,Present
2349,2025-06-25,Present
2400,2025-03-20,Present
3788,2025-09-13,Absent
4244,2025-02-23,Absent
2951,2025-04-21,Absent
3845,2025-06-21,Present
2622,2025-01-07,Present
4348,2025-10-17,Absent
3233,2025-11-01,Absent
2103,2025-03-15,Present
698,2025-09-20,Present
4015,2025-09-09,Present
3546,2025-09-21,Present
351,2025-03-13,Absent
2701,2025-07-21,Absent
2528,2025-05-11,Present
619,2025-06-01,Absent
3721,2025-05-29,Present
1025,2025-08-17,Absent
3928,2025-10-08,Absent
2209,2025-01-28,Absent
2683,2025-05-10,Present
4752,2025-09-25,Absent
1354,2025-02-19,Present
3501,2025-10-13,Absent
4116,2025-05-12,Present
3764,2025-01-07,Absent
36,2025-08-10,Present
1630,2025-11-07,Absent
215,2025-04-01,Absent
3347,2025-03-28,Present
2869,2025-05-07,Present
392,2025-06-12,Absent
1598,2025-07-13,Absent
1453,2025-09-13,Present
4901,2025-05-30,Absent
4905,2025-02-28,Present
4508,2025-06-25,Present
3890,2025-08-20,Present
839,2025-05-09,Absent
2696,2025-04-01,Present
4494,2025-03-02,Present
4467,2025-05-15,Present
3619,2025-07-07,Present
4095,2025-04-12,Present
3729,2025-08-19,Present
2829,2025-03-17,Absent
1532,2025-11-06,Present
4422,2025-04-30,Absent
1623,2025-03-20,Absent
3047,2025-04-24,Absent
412,2025-01-20,Present
1306,2025-03-13,Present
3096,2025-02-17,Absent
1967,2025-01-24,Present
1033,2025-08-31,Absent
1397,2025-03-12,Present
346,2025-01-02,Present
2545,2025-04-25,Present
660,2025-10-15,Absent
3365,2025-09-07,Present
3463,2025-08-21,Absent
1269,2025-07-18,Absent
3813,2025-10-21,Present
4407,2025-05-24,Absent
853,2025-07-08,Present
1845,2025-06-07,Absent
3610,2025-09-29,Absent
2685,2025-04-16,Present
2517,2025-02-06,Absent
3349,2025-03-24,Present
3680,2025-01-12,Present
1913,2025-10-24,Absent
2285,2025-09-20,Absent
3961,2025-05-21,Present
663,2025-01-26,Absent
3905,2025-10-21,Absent
2317,2025-09-11,Present
1185,2025-01-19,Present
2299,2025-01-16,Present
4631,2025-01-20,Absent
251,2025-08-15,Present
1527,2025-10-04,Present
4898,2025-06-09,Absent
4434,2025-06-03,Absent
447,2025-06-14,Present
4888,2025-02-21,Absent
3807,2025-08-14,Absent
3981,2025-05-08,Present
788,2025-05-27,Present
4663,2025-10-10,Absent
4079,2025-01-14,Absent
1224,2025-09-29,Absent
1704,2025-01-17,Absent
338,2025-03-09,Present
390,2025-10-29,Present
4121,2025-02-19,Absent
373,2025-10-25,Absent
2246,2025-05-06,Present
1748,2025-05-14,Absent
3047,2025-05-07,Present
4145,2025-09-25,Present
1067,2025-03-12,Present
521,2025-05-30,Present
2176,2025-04-13,Absent
2962,2025-07-13,Present
2053,2025-01-02,Present
2212,2025-07-13,Present
1628,2025-08-28,Absent
1715,2025-08-19,Absent
3466,2025-10-20,Absent
1679,2025-06-28,Present
361,2025-02-07,Absent
986,2025-05-01,Present
834,2025-06-20,Absent
359,2025-05-15,Present
4884,2025-05-27,Absent
1688,2025-05-14,Present
4870,2025-10-11,Present
2689,2025-10-01,Absent
4720,2025-10-13,Absent
2981,2025-06-18,Present
2400,2025-06-23,Present
4122,2025-03-05,Absent
1212,2025-02-15,Present
3579,2025-08-19,Present
4307,2025-06-07,Absent
3682,2025-02-09,Present
3371,2025-02-15,Absent
4787,2025-10-05,Absent
112,2025-04-02,Absent
3265,2025-05-10,Absent
1138,2025-10-23,Present
3083,2025-03-13,Present
3153,2025-08-31,Absent
2372,2025-05-30,Present
444,2025-01-14,Present
4056,2025-04-28,Absent
4378,2025-02-09,Present
4015,2025-10-13,Present
1432,2025-05-08,Present
4268,2025-07-19,Absent
1884,2025-09-30,Present
4199,2025-04-26,Present
511,2025-05-11,Absent
4762,2025-02-07,Present
4965,2025-04-11,Absent
2650,2025-01-13,Present
4856,2025-09-11,Present
2133,2025-05-02,Absent
1906,2025-04-17,Absent
2157,2025-02-07,Present
2701,2025-04-22,Present
2785,2025-08-15,Present
1977,2025-01-08,Present
3003,2025-06-11,Absent
173,2025-08-31,Present
3086,2025-01-09,Absent
56,2025-06-06,Present
168,2025-03-03,Absent
2718,2025-06-15,Present
751,2025-07-25,Present
4365,2025-07-13,Absent
3754,2025-11-02,Absent
774,2025-06-01,Absent
1168,2025-03-18,Absent
2850,2025-06-24,Absent
4734,2025-04-18,Present
3709,2025-04-16,Present
220,2025-07-28,Present
1834,2025-07-16,Absent
1589,2025-04-03,Absent
4546,2025-07-03,Present
1383,2025-04-10,Absent
2523,2025-09-11,Absent
4687,2025-03-07,Absent
3965,2025-02-02,Absent
221,2025-05-12,Absent
3935,2025-05-24,Present
4320,2025-10-21,Present
2010,2025-10-21,Absent
4879,2025-03-21,Present
3534,2025-05-30,Absent
4019,2025-08-08,Absent
1889,2025-09-25,Absent
1860,2025-08-05,Absent
3848,2025-05-01,Absent
2430,2025-08-03,Absent
2988,2025-10-20,Present
2491,2025-05-02,Absent
4692,2025-06-02,Present
2622,2025-09-02,Absent
2182,2025-09-19,Present
2817,2025-01-11,Absent
2042,2025-01-09,Present
817,2025-10-24,Absent
3058,2025-05-07,Present
3677,2025-08-13,Absent
2290,2025-02-14,Absent
4250,2025-04-16,Present
4616,2025-10-17,Absent
1443,2025-05-07,Present
4876,2025-09-25,Present
2145,2025-03-02,Absent
3789,2025-03-30,Absent
72,2025-09-30,Present
1060,2025-02-03,Absent
3931,2025-08-23,Absent
1253,2025-09-02,Absent
484,2025-10-16,Absent
3860,2025-05-06,Absent
4106,2025-03-17,Absent
2137,2025-03-11,Absent
1114,2025-04-15,Present
3614,2025-09-12,Absent
3967,2025-03-24,Absent
4338,2025-07-27,Present
3081,2025-08-21,Present
3000,2025-08-11,Present
991,2025-08-10,Present
4283,2025-06-17,Absent
2277,2025-06-12,Absent
2787,2025-03-03,Absent
4890,2025-11-05,Absent
3334,2025-03-04,Absent
1126,2025-10-05,Absent
1733,2025-07-29,Absent
2985,2025-08-18,Present
2987,2025-02-07,Present
1141,2025-07-06,Absent
2562,2025-03-07,Absent
1621,2025-01-17,Absent
113,2025-06-23,Present
2326,2025-04-21,Absent
1643,2025-07-21,Absent
3524,2025-04-17,Absent
3552,2025-06-29,Absent
2094,2025-05-16,Absent
3224,2025-11-06,Present
3267,2025-01-04,Absent
3502,2025-10-20,Absent
954,2025-05-10,Present
1137,2025-06-24,Absent
2883,2025-03-10,Absent
2483,2025-03-21,Present
1675,2025-06-28,Absent
3289,2025-04-22,Absent
2501,2025-01-10,Present
2577,2025-02-28,Present
2648,2025-09-03,Present
1307,2025-07-16,Absent
1854,2025-04-03,Present
2006,2025-07-27,Absent
1926,2025-11-06,Present
3970,2025-01-10,Absent
404,2025-09-15,Present
3982,2025-08-31,Present
2910,2025-03-10,Present
1244,2025-01-24,Absent
3743,2025-04-15,Absent
2896,2025-01-20,Absent
1747,2025-08-24,Absent
437,2025-09-27,Absent
3982,2025-08-04,Present
4116,2025-01-19,Present
1324,2025-09-12,Present
3014,2025-01-26,Absent
2650,2025-10-29,Present
4996,2025-06-28,Absent
3380,2025-09-18,Present
3795,2025-08-17,Present
4790,2025-11-03,Present
1711,2025-05-27,Present
3319,2025-02-28,Present
4957,2025-10-18,Absent
4408,2025-04-27,Absent
1509,2025-05-26,Present
4028,2025-03-03,Present
828,2025-02-25,Present
1536,2025-01-09,Present
2279,2025-10-17,Absent
4960,2025-09-22,Absent
3252,2025-02-04,Present
1395,2025-05-07,Present
3947,2025-07-10,Absent
1736,2025-07-10,Present
2643,2025-03-30,Present
1600,2025-04-30,Present
2665,2025-10-03,Present
2358,2025-04-05,Present
4312,2025-08-12,Absent
4075,2025-09-04,Present
1107,2025-10-31,Absent
3232,2025-08-18,Absent
3008,2025-08-04,Absent
275,2025-02-01,Absent
914,2025-11-02,Absent
4613,2025-02-27,Present
4625,2025-10-15,Absent
4603,2025-05-30,Present
694,2025-03-12,Present
931,2025-11-01,Present
4495,2025-02-01,Absent
2918,2025-07-25,Absent
3020,2025-06-18,Absent
2229,2025-05-18,Present
310,2025-02-17,Absent
4319,2025-01-10,Present
3643,2025-04-11,Absent
2105,2025-04-20,Present
1259,2025-01-05,Absent
4229,2025-08-24,Present
1906,2025-08-19,Absent
3225,2025-07-19,Absent
1549,2025-11-07,Absent
3920,2025-05-31,Present
235,2025-08-12,Present
2680,2025-03-07,Absent
3392,2025-04-04,Present
2386,2025-03-01,Present
209,2025-02-01,Present
1126,2025-04-25,Present
1882,2025-01-22,Absent
2505,2025-04-07,Present
701,2025-01-25,Absent
2646,2025-05-31,Present
2522,2025-03-25,Present
3116,2025-01-11,Present
1037,2025-04-21,Absent
320,2025-07-17,Present
1552,2025-03-10,Present
873,2025-01-01,Present
3295,2025-05-20,Present
4589,2025-03-23,Present
1925,2025-11-01,Present
228,2025-08-16,Absent
956,2025-03-23,Present
2286,2025-07-08,Present
2311,2025-05-11,Absent
2127,2025-01-10,Present
2400,2025-07-02,Present
914,2025-06-10,Present
1101,2025-04-21,Present
3626,2025-01-27,Present
2691,2025-06-17,Present
409,2025-04-07,Present
2550,2025-09-01,Present
2856,2025-09-29,Present
1067,2025-04-26,Present
3542,2025-05-19,Absent
3104,2025-07-13,Absent
2503,2025-08-27,Present
498,2025-03-13,Present
3103,2025-08-13,Present
2573,2025-04-02,Present
4743,2025-01-06,Present
878,2025-10-24,Present
4174,2025-02-12,Absent
1613,2025-05-07,Absent
1397,2025-03-26,Present
1913,2025-10-25,Present
3259,2025-02-04,Absent
3690,2025-09-09,Present
4378,2025-06-23,Absent
1578,2025-02-17,Absent
4237,2025-07-23,Absent
2066,2025-07-31,Present
3325,2025-03-04,Absent
2259,2025-03-20,Present
4442,2025-10-23,Absent
4204,2025-08-27,Present
3768,2025-04-29,Absent
3095,2025-05-03,Present
3054,2025-02-07,Present
4109,2025-10-19,Present
3562,2025-05-18,Present
1811,2025-05-06,Present
3019,2025-06-08,Present
468,2025-04-30,Present
3835,2025-04-08,Absent
3949,2025-06-10,Present
3415,2025-07-24,Absent
2769,2025-08-26,Present
2686,2025-10-06,Absent
1600,2025-05-08,Present
1509,2025-09-09,Present
3729,2025-10-01,Absent
766,2025-07-15,Present
2437,2025-02-07,Present
608,2025-07-11,Absent
4448,2025-05-18,Present
1199,2025-09-01,Absent
4304,2025-02-25,Present
808,2025-09-06,Absent
4164,2025-09-03,Absent
781,2025-02-24,Present
2025,2025-01-14,Present
3936,2025-06-07,Present
1903,2025-09-29,Present
2107,2025-06-24,Present
2886,2025-04-09,Present
2361,2025-04-22,Absent
4620,2025-08-18,Present
2716,2025-05-16,Present
4017,2025-11-10,Present
3992,2025-10-13,Present
685,2025-08-05,Absent
4834,2025-03-22,Present
1310,2025-03-04,Absent
745,2025-02-11,Present
4004,2025-06-30,Absent
357,2025-10-21,Present
2014,2025-04-17,Present
4422,2025-06-13,Present
1518,2025-07-12,Absent
3922,2025-04-26,Absent
2703,2025-06-24,Absent
1946,2025-07-14,Absent
4109,2025-04-11,Present
2982,2025-07-11,Present
2677,2025-06-02,Absent
4113,2025-01-22,Present
454,2025-03-13,Present
4773,2025-10-14,Absent
3741,2025-01-26,Present
1089,2025-10-19,Present
4746,2025-06-20,Present
1242,2025-03-02,Absent
2474,2025-09-29,Absent
594,2025-06-24,Absent
2257,2025-07-31,Absent
3837,2025-01-14,Absent
2102,2025-05-19,Absent
1529,2025-01-26,Present
3150,2025-10-17,Present
3305,2025-04-29,Present
3520,2025-06-20,Present
4346,2025-02-06,Present
3511,2025-03-10,Present
3534,2025-03-03,Absent
2881,2025-02-17,Absent
1741,2025-05-17,Absent
4675,2025-06-08,Present
4058,2025-09-22,Absent
680,2025-07-01,Absent
4427,2025-07-15,Absent
257,2025-08-28,Present
2885,2025-02-22,Present
1919,2025-09-22,Present
1690,2025-06-20,Present
4871,2025-05-18,Present
2198,2025-01-19,Absent
3993,2025-10-04,Absent
2412,2025-10-22,Present
3773,2025-04-19,Present
645,2025-04-10,Present
4790,2025-09-11,Absent
2196,2025-03-19,Present
2588,2025-10-13,Absent
515,2025-09-10,Present
2888,2025-07-25,Present
2505,2025-01-04,Present
909,2025-09-03,Present
37,2025-01-08,Present
4918,2025-09-23,Absent
4508,2025-02-16,Absent
108,2025-05-14,Absent
3041,2025-08-12,Present
680,2025-04-21,Present
2517,2025-01-17,Present
3037,2025-01-09,Absent
4149,2025-09-12,Present
3517,2025-08-21,Present
34,2025-10-19,Absent
4293,2025-05-01,Present
4680,2025-05-13,Present
4939,2025-07-09,Present
4113,2025-05-31,Present
336,2025-01-18,Absent
953,2025-08-25,Absent
2866,2025-03-11,Absent
894,2025-09-03,Absent
660,2025-10-03,Present
3734,2025-07-19,Present
1161,2025-07-20,Absent
3469,2025-01-05,Present
4009,2025-03-18,Absent
941,2025-11-05,Present
853,2025-09-29,Present
311,2025-05-10,Present
2206,2025-04-09,Present
476,2025-05-22,Absent
2748,2025-09-15,Present
1663,2025-03-25,Absent
687,2025-01-13,Present
4487,2025-05-28,Present
4364,2025-09-23,Absent
4434,2025-05-23,Absent
4463,2025-06-03,Absent
393,2025-05-20,Present
4508,2025-03-01,Present
325,2025-11-04,Present
2772,2025-06-11,Absent
23,2025-04-20,Absent
2076,2025-08-13,Absent
43,2025-01-21,Present
4962,2025-04-08,Present
1052,2025-09-03,Present
2797,2025-06-12,Absent
4850,2025-08-11,Present
1789,2025-07-31,Present
4455,2025-02-18,Present
3732,2025-07-28,Present
1012,2025-01-15,Present
3173,2025-08-10,Absent
3741,2025-01-30,Present
4022,2025-07-27,Present
3804,2025-09-08,Present
1507,2025-06-09,Absent
3513,2025-03-04,Present
2995,2025-06-30,Present
3222,2025-07-14,Present
4222,2025-03-31,Absent
3103,2025-02-23,Absent
3343,2025-08-17,Present
2970,2025-09-04,Absent
2588,2025-07-29,Absent
459,2025-10-06,Absent
4351,2025-09-16,Absent
621,2025-11-04,Present
4833,2025-05-08,Absent
1540,2025-02-11,Present
2263,2025-01-26,Present
4962,2025-11-08,Present
988,2025-04-06,Present
2957,2025-07-15,Absent
602,2025-10-13,Present
1032,2025-09-19,Present
2224,2025-05-17,Present
4375,2025-01-25,Absent
3752,2025-01-30,Present
720,2025-03-06,Present
4068,2025-04-11,Absent
266,2025-09-04,Present
2560,2025-10-14,Absent
2086,2025-02-24,Absent
3861,2025-09-01,Present
3697,2025-09-03,Absent
3421,2025-11-02,Absent
759,2025-01-29,Absent
3597,2025-07-03,Present
1288,2025-01-26,Absent
137,2025-07-06,Absent
2526,2025-10-12,Absent
3080,2025-06-22,Present
3195,2025-09-10,Absent
4812,2025-10-31,Absent
2598,2025-01-29,Present
2262,2025-02-09,Present
606,2025-11-01,Present
1376,2025-09-25,Absent
4252,2025-02-06,Present
2421,2025-01-06,Absent
3454,2025-01-21,Present
3017,2025-06-07,Present
1020,2025-01-14,Present
3826,2025-07-01,Absent
1826,2025-08-07,Present
187,2025-01-23,Absent
2575,2025-11-09,Absent
1730,2025-05-25,Absent
2390,2025-07-18,Absent
4703,2025-07-23,Absent
4339,2025-04-18,Absent
4281,2025-07-09,Present
4517,2025-09-05,Absent
3011,2025-09-14,Absent
4765,2025-07-08,Absent
4919,2025-11-02,Present
899,2025-07-09,Present
3611,2025-04-21,Absent
981,2025-05-09,Absent
638,2025-07-06,Present
4173,2025-07-29,Absent
3390,2025-10-18,Present
3938,2025-02-17,Absent
1310,2025-03-27,Absent
4457,2025-07-15,Present
3300,2025-07-31,Present
1624,2025-01-09,Present
53,2025-02-08,Absent
2105,2025-03-09,Present
3023,2025-05-08,Absent
2076,2025-03-27,Present
4542,2025-07-17,Present
3021,2025-04-26,Present
3215,2025-09-13,Absent
3423,2025-04-04,Absent
1963,2025-11-08,Present
139,2025-01-21,Present
4332,2025-02-14,Present
1013,2025-02-04,Present
831,2025-07-04,Present
562,2025-06-06,Absent
1537,2025-09-13,Absent
4444,2025-01-31,Present
2883,2025-04-11,Present
243,2025-04-23,Present
3591,2025-08-29,Absent
3698,2025-08-07,Absent
1315,2025-05-26,Present
